session_key,meeting_key,team_name,track_name,starting_position,starting_compound,pit_stops,target_compound,air_temp_mean,air_temp_max,track_temp_mean,track_temp_max,humidity_mean,wind_speed_mean,rainfall_sum,rain_minutes_ratio
9286,1216,Aston Martin,Spa-Francorchamps,14.5,INTERMEDIATE,6,MEDIUM,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Ferrari,Spa-Francorchamps,3.5,INTERMEDIATE,6,SOFT,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Haas F1 Team,Spa-Francorchamps,19.0,INTERMEDIATE,6,INTERMEDIATE,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,McLaren,Spa-Francorchamps,3.5,INTERMEDIATE,6,SOFT,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Mercedes,Spa-Francorchamps,8.5,INTERMEDIATE,6,SOFT,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Red Bull Racing,Spa-Francorchamps,4.5,INTERMEDIATE,6,SOFT,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Williams,Spa-Francorchamps,12.5,INTERMEDIATE,7,INTERMEDIATE,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9465,1229,Alpine,Sakhir,10.0,MEDIUM,8,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Aston Martin,Sakhir,10.0,MEDIUM,7,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Ferrari,Sakhir,10.0,MEDIUM,9,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Haas F1 Team,Sakhir,10.0,MEDIUM,7,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Kick Sauber,Sakhir,10.0,MEDIUM,10,SOFT,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,McLaren,Sakhir,10.0,MEDIUM,7,SOFT,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Mercedes,Sakhir,10.0,MEDIUM,8,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,RB,Sakhir,10.0,MEDIUM,7,SOFT,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Red Bull Racing,Sakhir,10.0,MEDIUM,9,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9465,1229,Williams,Sakhir,10.0,MEDIUM,6,MEDIUM,19.373170731707315,19.8,34.21585365853659,36.0,38.74390243902439,3.3780487804878048,0.0,0.0
9466,1229,Alpine,Sakhir,10.0,SOFT,7,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
